Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi,Sentimen
Ok,Ade Rasmani,4,2024-03-17 10:01:24,InfoBMKG,Positif
Sangat membantu informasi,Widada Widada,5,2024-03-17 06:58:13,InfoBMKG,Positif
Semoga akurat info bmkg ini.,Edy Kambil,4,2024-03-17 06:21:46,InfoBMKG,Positif
Alhamdulilah walau hanya sekedar prediksi bagaian dari upaya manusia memforcash gejala alam tapi kita harus yakin ada Yang Maha Benar pembuat Keputusan,Sutrisno Utomo,5,2024-03-17 06:00:28,InfoBMKG,Positif
very good,Paurosi Yulius Susanto,5,2024-03-17 03:31:00,InfoBMKG,Positif
Okai,86 norsandi,5,2024-03-17 00:55:51,InfoBMKG,Positif
"Kalo dikasih fitur, rute perjalanan kita diberikan informasi cuaca keren tuh... Jadi kita bisa prepare dalam perjalanan",Andi Wahid,5,2024-03-16 22:54:27,InfoBMKG,Positif
Mendung dan hujan gerimis,Arno wijaya,5,2024-03-16 21:12:16,InfoBMKG,Positif
Alhamdulillah,Karwanto Putro,5,2024-03-16 20:55:04,InfoBMKG,Positif
"aplikasi sudah bagus, tapi ada yang kurang ngak ada widgetnya kalau bisa tolong ditambahin 🙏",Black Stones,4,2024-03-16 14:38:20,InfoBMKG,Positif
Sangat membantu,Nyoman Sedana,5,2024-03-16 12:25:29,InfoBMKG,Positif
prediksi cuacanya kurang akurat,Rizki Fiasal,5,2024-03-16 00:39:10,InfoBMKG,Positif
Mengapa sekarang aplikasi ini tidak akurat? Di aplikasi keterangan daerah saya cerah berawan. Tapi nyatanya hujan lebat. Tolong kalau seperti ini apa gunanya punya aplikasi?jika kita tidak bs bersiap2 dan berjaga2 dengan cuaca,Arden Bogor,1,2024-03-15 15:36:14,InfoBMKG,Negatif
Sangat membantu dan bermanfaat,Aliman Aliman,5,2024-03-15 03:20:55,InfoBMKG,Positif
Min tolong berbaiki radar cuaca nya plis 🙏 secepat mungkin min 🙏 tolong,Rhozan Setiadi300 Sugeng (Rhozan),1,2024-03-14 23:44:43,InfoBMKG,Negatif
"Bagus, pertahankan, dengarkan kritik & saran dari yang lain, terimakasih.",Yabes Julio,5,2024-03-14 15:00:20,InfoBMKG,Positif
"Kalo bisa di akses offline bagus si.. Kdg ada warga kena banjir pasti jaringan jelek, dan butuh info terbaru gk perlu pake data",Aditiya Adnan,4,2024-03-14 12:54:26,InfoBMKG,Positif
Tidak akurat.. GPS aktif terus kondisi sedang hujan deras di apk kok masih mendung.,Sono Keling,1,2024-03-14 07:14:21,InfoBMKG,Negatif
Info Bmkg tambah wawasan! Kita,Hasanudin Aan,5,2024-03-14 05:00:07,InfoBMKG,Positif
Perkiraan cuacanya tidak berfungsi,Abdul Muiz,1,2024-03-14 03:21:55,InfoBMKG,Negatif
Sering juga buka ini,BUSRIADI 01,1,2024-03-14 01:51:26,InfoBMKG,Negatif
Bagussssss,NIDZOMATIL HIKMAH,5,2024-03-13 19:29:25,InfoBMKG,Positif
"Tolong sediakan widgetnya agar memudahkan melihat informasi cuaca terkini secara lengkap (spt; info cuaca, kelembaban, kualitas udara, dll) & sediakan pula layanan share cuaca terkini. Terimakasih",Noer Alie,4,2024-03-13 06:22:58,InfoBMKG,Positif
Tolong untuk ramalan/prakiraan cuaca bisa lebih detail lagi! (supaya bisa memantau 24 jam),Zero,4,2024-03-12 23:50:00,InfoBMKG,Positif
Cukup akurat.....,Syahripulmahya Mahya,5,2024-03-12 21:22:56,InfoBMKG,Positif
"Ok, good luck",Bang Dicky,4,2024-03-12 16:40:46,InfoBMKG,Positif
Makasih,Khamid Khaerijah,3,2024-03-12 09:47:26,InfoBMKG,Netral
Bagis jadi tahu info tentang bencana,channel putra palasah,5,2024-03-12 00:10:42,InfoBMKG,Positif
Masih di coba,Hamid Pulo,4,2024-03-11 02:10:59,InfoBMKG,Positif
Serba telat kasih peringatan!,sandra dewi,1,2024-03-09 03:59:14,InfoBMKG,Negatif
Bagus 👍👍👍,Supry Yanto,5,2024-03-08 14:25:23,InfoBMKG,Positif
Ok banget,Ono Suharno,5,2024-03-08 11:13:00,InfoBMKG,Positif
Di radar cuaca lama update terbaru curah nya,Baban Musyafa,1,2024-03-08 07:20:00,InfoBMKG,Negatif
"Aplikasinya bagus, prakiraan cuaca yang ditampilkan akurat. Di saat ada perubahan cuaca misalnya hujan, prakiraan cuaca berubah saat itu juga. Mungkin kedepannya pihak developer bisa buat fitur widget di layar home screen agar aplikasinya makin mantap.",Muhammad Iqbal,5,2024-03-08 01:44:20,InfoBMKG,Positif
Sangat puaaaaas,wijoyo langgeng,5,2024-03-07 15:18:41,InfoBMKG,Positif
Bermanfaat 👍👍👍,Surya Lesmana,5,2024-03-07 13:47:08,InfoBMKG,Positif
Ok,S Siswarjono,5,2024-03-07 05:37:05,InfoBMKG,Positif
Alhamdulillah sangat berguna,Danang Widiantoro,5,2024-03-06 14:31:18,InfoBMKG,Positif
"Sangat bagus membatu pekerjaan ku sebagai pelaut, Mengetahui keadaan cuaca di laut makasih Bmkg",Elyas Tkg,5,2024-03-05 02:42:50,InfoBMKG,Positif
"Bukanya loadingnya lama banged bisa kali kalo nunggu 1 jam dan pas cari gempa malah ga ada koneksi internet padahal tangga data full cuaca cerah memadai memori aku ga berat tapi loading keneh+ satu lagi peringatan nya ga ada. Ada sih, tapi setelah gempanya",RajaAbangGanteng,2,2024-03-04 15:43:52,InfoBMKG,Negatif
❤️,Wawan Krisdianto,1,2024-03-04 08:32:29,InfoBMKG,Negatif
"Keren informasinya, lengkap dan detail sekali, terimakasih",Ilman Zuhri Yadi,5,2024-03-03 14:44:57,InfoBMKG,Positif
Hujan panas,Heri Susanto,5,2024-03-03 13:42:28,InfoBMKG,Positif
"1. GPS TIDAK AKURAT, terpaksa pake manual... 2. TIDAK ADA WIDGET, 3.., tidak ada penjelasan rinci tingkat UV dan Indeks kualitas Udara",Rasyid Ramadhan,3,2024-03-03 12:19:53,InfoBMKG,Netral
"Aplikasinya akurat, namun jika boleh kasih saran. Tolong untuk ditambahkan fitur widget ya",Muhammad Gusnadi,5,2024-03-02 11:31:14,InfoBMKG,Positif
"Kalo bisa dikasih fitur widget untuk perkiraan cuaca,biar ga bulak balik cek aplikasi 👍",harfi subhan,5,2024-03-01 11:15:19,InfoBMKG,Positif
Bermanfaat utk atur kerja petani,Eyang Noery (Eyang),4,2024-02-28 10:35:11,InfoBMKG,Positif
"Kalau bisa (A) Hujan diuraikan : 1) Hujan Panas, 2) Hujan Angin, 3) Hujan Petir, 4) Hujan Gerimis (B) Kabut diuraikan : 1) Kabut Asap, 2) Kabut Embun, 3) Kabut Tebal. Perbaiki untuk upgrade berikutnya",Adil Alfala,2,2024-02-27 15:39:32,InfoBMKG,Negatif
Noice,Katsu_16,5,2024-02-27 08:48:13,InfoBMKG,Positif
Aplikasi sudah bagus bisa untuk acuan bagi para petani untuk mengetahui cuaca yg akan terjadi.Cuma setelah di-update aplikasi malah susah dibuka,Satipah Pardi,3,2024-02-27 05:18:41,InfoBMKG,Netral
Ok bosku,Slamet sayur,5,2024-02-26 10:17:36,InfoBMKG,Positif
H o p Ramlee hh . Hh h h hh h h h h h .... A sa akuuu uyc,Dimas Tahes,4,2024-02-26 09:29:37,InfoBMKG,Positif
"Menurut saya pribadi aplikasi ini sangat bagus akan lebih bagus kalo ada terjadi gempa bumi di wilayah tertentu bisa membunyikan alarm peringatan terjadi gempa bumi di wilayah yang terdampak, pasti keren banget.",Xisco,4,2024-02-26 03:34:02,InfoBMKG,Positif
Aplikasi ini Sangat membantu saya dalam adanya gempabumi dan lain lain,Ayu Syifa,5,2024-02-25 15:17:47,InfoBMKG,Positif
Good,Zunaeddin Nawi (D Deo),5,2024-02-25 14:14:55,InfoBMKG,Positif
Good,Andrew Cleon,5,2024-02-25 13:30:07,InfoBMKG,Positif
Aplikasi sangat membantu untuk kita mengetahui cuaca,joel purdhawisesa,5,2024-02-25 13:29:12,InfoBMKG,Positif
"mohon untuk di perjelas untuk prediksi hujan tiap jam, agar kami bisa bertani dengan baik terimakasih.",pana led,3,2024-02-25 12:32:59,InfoBMKG,Netral
coba dlu saya,Bujang Anom,4,2024-02-24 14:31:00,InfoBMKG,Positif
Sangat bagus,Mahamad Waheb,5,2024-02-24 05:30:23,InfoBMKG,Positif
Sangat akurat..yah cuma melenceng dikit mah wajar namanya juga prakiraan cuaca sob...mantaaap,Pandji probo,5,2024-02-22 15:08:53,InfoBMKG,Positif
Tdk akurat dan tdk sesuai kondisi cuaca.,Gus Din,1,2024-02-22 06:08:43,InfoBMKG,Negatif
Bagus sekali Aplikasinya ini👍👍,Lasli Siringo-ringo (Ringo_Star),4,2024-02-21 21:50:27,InfoBMKG,Positif
Kok gak bisa di masukin nama desany,Arianto,5,2024-02-19 09:15:45,InfoBMKG,Positif
Bagus sih tapi dikit dikit minta update terus. Setelah di update juga jdi sering ga akurat info cuacanya,Suci Lestari,4,2024-02-19 00:23:11,InfoBMKG,Positif
Ok,Adhitya Manggala,5,2024-02-17 13:22:17,InfoBMKG,Positif
"Udh lemot perkiraan cuaca aja salah mulu, kalo update aplikasi sekalian aja lah",Steven,1,2024-02-17 06:15:32,InfoBMKG,Negatif
"Aplikasi yg bgus dan akurat,tp sayangny gk ada widget ny... Klo bsa tmbahin widget ny,sprt apk weather lainny,biar klo mau tw cuaca gk sll bka apk trus..",Yahya Zakaria,5,2024-02-17 02:36:36,InfoBMKG,Positif
"penipu nabilang berawan baru disini hujanji,pakappala tallang",Agung Agung,1,2024-02-16 13:30:11,InfoBMKG,Negatif
Lama update gempa nya,LUKMAN SHOBY,3,2024-02-15 15:59:47,InfoBMKG,Netral
.1k4,Didik Agus,2,2024-02-15 10:47:27,InfoBMKG,Negatif
Membantu Alhamdulillah.,Wawan Dharma setiawan,4,2024-02-15 07:14:23,InfoBMKG,Positif
Kenyataannya jam sekarang hujan lebat disertai petir tapi di beranda Info BMKG berawan tebal dan hujan terjadi pada pukul 16.00.,Huda Pria kusuma,1,2024-02-14 07:50:50,InfoBMKG,Negatif
Kenapa setelah di update prakiraan cuacanya jadi tidak akurat Sebelumnya saat cuaca tiba-tiba hujan saat buka info BMKG prakiraan nya otomatis berubah,maya 1793,4,2024-02-13 22:32:54,InfoBMKG,Positif
Pemasaran terbaru di provinsi Perkembangan pariwisata dan introsuktur komikasi Perkembangan daerah tingkat satu desa,ID Selvia88 Selvia,5,2024-02-13 05:40:44,InfoBMKG,Positif
❤️❤️💪,Suci rkha,5,2024-02-13 00:58:29,InfoBMKG,Positif
Prakiraan cuaca hujannya gak akurat,Supendi Supendi,1,2024-02-12 07:59:31,InfoBMKG,Negatif
Bisa tahu cuaca hujan atau panas,Djoko Soediono,5,2024-02-11 03:23:23,InfoBMKG,Positif
Mantap dan terbaik untuk bisa melihat keadaan cuaca seluruh Indonesia,slamet henik,5,2024-02-11 02:02:26,InfoBMKG,Positif
Aplikasi bagus sih tapi kalo pembri tahuan tetang ujan dan petir tidak akurat,LALU DANIAL PARIZI,1,2024-02-10 07:37:20,InfoBMKG,Negatif
Owkey mantul👍👍👍🌹,Bambang Haryantho Djafar,5,2024-02-10 07:28:24,InfoBMKG,Positif
Oke,Bang Sulaiman,5,2024-02-10 05:39:59,InfoBMKG,Positif
bagus,Deden Darwin,5,2024-02-10 00:13:37,InfoBMKG,Positif
Bagus aplikasinya,Yuyun Fauzi,5,2024-02-09 00:50:17,InfoBMKG,Positif
Mantap,Rahmat Abdullah,5,2024-02-09 00:30:40,InfoBMKG,Positif
Sangat membantu,Hendrizulkhairunnas 1,4,2024-02-08 17:45:51,InfoBMKG,Positif
Wow,Rasya Raffi,5,2024-02-08 15:40:42,InfoBMKG,Positif
Sangt bagus,iskandar iskandar,1,2024-02-08 13:33:47,InfoBMKG,Negatif
Akurat cuma udah ujan lebat baru ada info harap peebaiki lagi. kasih tau pengguna minimal 1 jam sebelum peristiwa.,nandang mulyana,3,2024-02-08 09:36:23,InfoBMKG,Netral
"aplikasinya sdh bagus tapi menurut saya kalau peringatan gempa notifnya langsung otomatis masuk sejam sebelum gempa seperti di jepang dan korea notif gempa otomatis di hpnya karena hp skrg sdh canggih dan ada fitur peringatan gempa tapi di indonesia belum bisa diterapkan padahal bagus sebenarnya kalau diterapkan begitu, karena di indo biasanya habis gempa baru dah itu notifnya baru masuk",Philip,5,2024-02-08 04:46:09,InfoBMKG,Positif
Empat dlu,Sutrisno Puluhulawa,4,2024-02-07 22:27:06,InfoBMKG,Positif
"Kalo mau kasih info yang bermanfaat dikit lah. Masa gempa yg daerah jauh diinfokan, buat apaan? Mana notifikasi spam banyak bat lagi. Cuma Notifikasi buat peringatan akan ada gempa kaya di jepang, kan BAGUS. Jangan nyepam notifikasi yang belum tentu berguna.",Zenn X,3,2024-02-07 19:11:12,InfoBMKG,Netral
Lebih cepat mengetahui,Fajar Santoso,5,2024-02-07 00:39:15,InfoBMKG,Positif
bagus,Hamad Yani,5,2024-02-06 09:40:46,InfoBMKG,Positif
Keren aplikasi nya,Farras Raihan,5,2024-02-06 09:11:27,InfoBMKG,Positif
"Terima kasih kepada pemerintah dalam hal ini BMKG yang telah menyediakan aplikasi ini,saya sebagai petani merasa terbantu dalam hal mengetahui keadaan cuaca. Mohon ditingkatkan lagi agar akurasinya lebih tepat",Galisman Gali,5,2024-02-06 02:44:12,InfoBMKG,Positif
zidane wirayudha,zdan wy,5,2024-02-06 01:24:49,InfoBMKG,Positif
MANTAP,Angga Saputra,5,2024-02-05 23:04:30,InfoBMKG,Positif
Mantap,Mujito Kusno,5,2024-02-05 22:54:14,InfoBMKG,Positif
Bagus banggat,Rizha channel,5,2024-02-05 22:08:15,InfoBMKG,Positif
Mantap,Zak Event,5,2024-02-05 14:09:05,InfoBMKG,Positif
"Bagus, lengkap dan akurat . Trim's.",septianus b,5,2024-02-05 12:46:50,InfoBMKG,Positif
akurat,Dimas Bayu _166,5,2024-02-05 11:01:52,InfoBMKG,Positif
aplikasinya semakin baik tapi ada kekurangan. Klu di share ke wa kenapa tidak sebagus yg di aplikasi?,Ridho Pratama,5,2024-02-05 07:18:46,InfoBMKG,Positif
Bagus,Al Adham Rasyah,5,2024-02-05 03:24:44,InfoBMKG,Positif
Bagus aplikasi,Randi Andika,5,2024-02-05 02:00:13,InfoBMKG,Positif
aktual,abah tea,5,2024-02-05 01:52:55,InfoBMKG,Positif
Lemot dalam update,dzikry ghasyadi,5,2024-02-05 01:31:00,InfoBMKG,Positif
Sangat berguna,Bakri asri,5,2024-02-05 01:14:30,InfoBMKG,Positif
"Apk nya bagus, cuma update nya kurang responsif",Pandi Wira Nata,5,2024-02-05 01:00:40,InfoBMKG,Positif
Sangan membantu,Hari Purnomo,5,2024-02-04 10:52:00,InfoBMKG,Positif
mantap,Isam G,5,2024-02-04 10:36:39,InfoBMKG,Positif
Ya ok bangt,nurjanah janah,4,2024-02-04 09:05:06,InfoBMKG,Positif
Sangat membantu,S RK,5,2024-02-04 08:19:32,InfoBMKG,Positif
Bagus bisa update,Subambang Kadiran,5,2024-02-04 07:03:01,InfoBMKG,Positif
Perkiraan nya lebih dari 10 menit,JOO,4,2024-02-04 05:56:24,InfoBMKG,Positif
kekurangan nya adalah pas mau cari lokasi selalu gagal padahal lokasi aktif wifi lancar aneh bet pokok nya,BNG Kiyboy,5,2024-02-03 16:59:01,InfoBMKG,Positif
Pemberitahuan ada gempa sering terlambat,Satria Malam,4,2024-02-03 15:51:58,InfoBMKG,Positif
Parah mSa setiap hari,Rizqi Januar,1,2024-02-03 09:18:50,InfoBMKG,Negatif
Sangat membantu masyarakat miskin,Dira,5,2024-02-03 08:56:04,InfoBMKG,Positif
Akurasi,Channel qyu ibenk,5,2024-02-03 05:34:47,InfoBMKG,Positif
Sangat penting dalam kewaspadaan,Perdinan Sitanggang,5,2024-02-02 20:47:06,InfoBMKG,Positif
🌟 5,DikiiCuyy,5,2024-02-02 20:04:58,InfoBMKG,Positif
aplikasi nya bagus bisa lihat radar memantu pergerakan awan hujan,Agus Maulana saputra,5,2024-02-02 17:45:26,InfoBMKG,Positif
Sangat bermanfaat utk mengetahui lingkungan sekitar Indonesia .,Welly Wangarrij,5,2024-02-02 15:59:00,InfoBMKG,Positif
Good,Handri Iroth,5,2024-02-02 15:58:03,InfoBMKG,Positif
Suka,Ali Usman,5,2024-02-02 13:34:15,InfoBMKG,Positif
Sangat puas,Arman Winalda,5,2024-02-02 13:32:10,InfoBMKG,Positif
👍,Heru tri Nugroho,5,2024-02-02 13:03:08,InfoBMKG,Positif
Terima kasih info BMKG karena sudah menemani saya 🌟🌟🌟🌟🌟,Evelyn Paulus,5,2024-02-02 12:21:22,InfoBMKG,Positif
sangat membantu sekali...... sangat berguna sebagai pedoman,aku zina,5,2024-02-02 11:33:13,InfoBMKG,Positif
Ok,Kevin Hilmawan,5,2024-02-02 06:00:50,InfoBMKG,Positif
REZA'SABRIAN'ALMADANI,"Reza,sabrian Sabryan",5,2024-02-01 14:06:38,InfoBMKG,Positif
INFO BMKG SANGAT LAH PENTING SEKALI WASSALAM'UALAIMUM WR.WB. H.BAMBANG HARIYANTO.,Bambang Hariyanto,5,2024-02-01 03:15:29,InfoBMKG,Positif
Lokasi tidak bisa di tampilkan,Putra Pratama,3,2024-01-30 12:31:18,InfoBMKG,Netral
Luar Biasa,UWONG NDESO,5,2024-01-29 23:55:28,InfoBMKG,Positif
Baik,Putu susila Arta,5,2024-01-29 23:52:52,InfoBMKG,Positif
Membantu banget soal cuaca,Yudi San,5,2024-01-28 20:27:08,InfoBMKG,Positif
"Apk yang sangat membantu walaupun apk kadang eror ntah karna di butuhkan sinyal yang cocok jg atau gmn ,TPI bersyukur",Adi Aja,5,2024-01-28 11:51:21,InfoBMKG,Positif
"Untuk UI notifikasi gempanya jangan kotak saja, biar terlihat lebih bagus bisa diganti menjadi logo aplikasi bmkgnya",SCHENE,4,2024-01-27 19:39:24,InfoBMKG,Positif
Error dan ssh update,Randa Rozan,1,2024-01-27 17:08:35,InfoBMKG,Negatif
Tolong lah bmkg... Kenapa selalu telat pemberitahuan nya...,Karina Riva,1,2024-01-27 17:04:47,InfoBMKG,Negatif
Ok..,ferry piyoh,5,2024-01-27 16:02:10,InfoBMKG,Positif
Sangat berguna,Iful Nss Bulukumba,5,2024-01-27 14:27:51,InfoBMKG,Positif
Bbgus baasa membntu,dilal saputra,5,2024-01-27 14:02:36,InfoBMKG,Positif
Dapat membantu banget,Sindi Maharani Maharani,5,2024-01-27 04:08:45,InfoBMKG,Positif
Terimakasih BMKG atas informasinya tentang cuaca,Hardiansyah,5,2024-01-26 06:29:23,InfoBMKG,Positif
Alhamdulillah bisa membantu,Jihat ade Raja paroso,4,2024-01-26 00:08:22,InfoBMKG,Positif
Bagus,aktimediavision,5,2024-01-25 22:55:14,InfoBMKG,Positif
Sangat berguna untuk meninjau cuaca ataupun keadaan alam lainnya,Rani,5,2024-01-25 16:15:12,InfoBMKG,Positif
Lemot,setyo anggoro,5,2024-01-25 15:01:49,InfoBMKG,Positif
Yuk download agar bisa dapat info,Rifai paiqi Paiqi,5,2024-01-25 14:46:54,InfoBMKG,Positif
Baik,Teja Ahmad Nurnantian 0003,5,2024-01-25 13:49:21,InfoBMKG,Positif
Best,gigih alambara,5,2024-01-25 13:43:31,InfoBMKG,Positif
Perlu di perbaiki,Rafik Lung,5,2024-01-24 14:53:49,InfoBMKG,Positif
Akurasi 80%,batu mulya,4,2024-01-24 10:08:03,InfoBMKG,Positif
Sangat membantu karena bisa melihat informasi tersebut,Gerald Joseph irjanto Joseph,5,2024-01-24 08:29:46,InfoBMKG,Positif
"Tidak akurat, sangat kecewa.",siti junaesih,1,2024-01-24 06:20:14,InfoBMKG,Negatif
Cuaca Terbaik 😇,Ian Rizky Ramadhan,5,2024-01-23 07:18:07,InfoBMKG,Positif
M li,M lily,5,2024-01-23 06:22:26,InfoBMKG,Positif
"Lokasi tidak akurat, Aplikasi sampah",Antoro Murko,1,2024-01-23 00:10:46,InfoBMKG,Negatif
"Masih kurang lengkap,belum ada tinggi pasang surutnya air laut",tahier Lamaggalatung,4,2024-01-23 00:03:19,InfoBMKG,Positif
Terkadang kurang akurat soal waktu hujan,Ahmad Fauzan Baihaqi,4,2024-01-22 23:32:33,InfoBMKG,Positif
Baik tranparan dan ter updet..,Ali Basyah,5,2024-01-22 05:44:30,InfoBMKG,Positif
Sangat membantu.,Fransiskus Prastya,5,2024-01-22 04:59:05,InfoBMKG,Positif
Bagus,Safril Nemer (Nape),5,2024-01-21 17:48:15,InfoBMKG,Positif
ada nilai lebih dari aplikasi serupa yang lain,atan puyuh,5,2024-01-21 14:06:13,InfoBMKG,Positif
Sangat membantu,Heri Susanto,5,2024-01-21 12:44:40,InfoBMKG,Positif
Tambah widgets akan lebih baik lagi,Adi Setiawan,3,2024-01-21 12:12:31,InfoBMKG,Netral
"Dear deplover, overall aplikasi nya bagus, tapi menurut saya ada yang kurang, yaitu perkiraan cuaca nya kurang akurat, selain itu aplikasi nya juga boros kuota, tolong deplover di perbaiki agar tidak boros kuota, tapi untuk fitur radar satelit nya ok banget 👍🏽👍🏽.",Arzaka Arsya Ghifahri,4,2024-01-21 11:46:08,InfoBMKG,Positif
👌👌👌,Karyono Olive,5,2024-01-21 08:05:18,InfoBMKG,Positif
Good,Rendikasa Kembau,5,2024-01-21 07:08:44,InfoBMKG,Positif
Mantap,B O M A,5,2024-01-21 06:05:49,InfoBMKG,Positif
Aplikasi sederhaana,Raden Kusmantoro,3,2024-01-21 00:36:12,InfoBMKG,Netral
Tolong update selanjutnya tmbahkan widget dan notif peringatan dini sperti peringatan gempa bumi thanks,Aminuddin Al Hafiz,5,2024-01-21 00:11:30,InfoBMKG,Positif
"Baik untuk informasi, selalu update.",Firdaus H,5,2024-01-20 20:34:06,InfoBMKG,Positif
"alhamdulillah,... saya sebagai penyedia jasa cuci karpet sangat terbantu dengan adanya aplikasi ini. karena fitur radar dan satelit juga ramalan cuaca yang sangat akurat sehingga saya bisa mengetahui dengan pasti kapan cuaca panas dan berapa lama bisa bertahan. memungkinkan saya tanpa ragu menjemur karpet di atap rumah. semangat buat developer tingkatkan lagi peforma ini aplikasi 👍",Ahsani Al-Banjari,5,2024-01-20 01:53:39,InfoBMKG,Positif
Is Ok,Basuki basuki72,4,2024-01-20 01:26:23,InfoBMKG,Positif
Sangat membantu.,Simson Sereh,5,2024-01-19 22:46:09,InfoBMKG,Positif
Mantap,Iin Apt,5,2024-01-19 12:15:40,InfoBMKG,Positif
Not bad.. 😘,Syahrul Syam,4,2024-01-19 10:55:58,InfoBMKG,Positif
"bagus nih, mungkin bisa ditambah widget untuk smartphone",aroundus livelife,4,2024-01-19 10:19:06,InfoBMKG,Positif
Mantap👍👍...jadi tau info cuaca setiap hari.,Mulyadi Yadi,5,2024-01-19 09:16:35,InfoBMKG,Positif
Semakin mantap BMKG 😘😘😘,Ummu Kaltsum,5,2024-01-19 08:44:27,InfoBMKG,Positif
Buat widget keren buat liat informasi cuaca terbaru dan juga informasi hari ini cuaca sekarang biar engga ribet lagi ngeliat ke aplikasinya pake widget,Mohammed Luthfi,4,2024-01-19 08:38:00,InfoBMKG,Positif
Ok banget,Matr Iwan,5,2024-01-19 06:40:20,InfoBMKG,Positif
Mantp,Ridwan Dian,5,2024-01-19 06:19:29,InfoBMKG,Positif
Radarnya kagak akurat. payah,Blue Sky47,1,2024-01-19 04:59:36,InfoBMKG,Negatif
"Aplikasi ini sangat bagus dan bermanfa,at bagi kita kususnya para petani karna dgn adanya info dari BMKG kita bisa tau kapn waktu yg pas untuk memualai aktifitas pertanian.",Miseman,5,2024-01-19 04:58:09,InfoBMKG,Positif
"﴾؟+#++)&-)؟!+)_+)!٦٦)ءء،م, هو ن؟٧مفه٧ق٣ه,! في ا٥",Jeje Mulyana,1,2024-01-19 04:13:15,InfoBMKG,Negatif
dah bagus sekarang,BAYU LETNAN,5,2024-01-19 04:09:17,InfoBMKG,Positif
aplikasinya bagus..cuma kalo boleh usul radar yg di yogya atau yg di semarang bisa di pindahin salah stunya ke tasik atau majalengka atau cirbon..soalnya kalo yogya sama semarang udah satu radar juga cukup..,Endang Efendi,5,2024-01-19 03:36:59,InfoBMKG,Positif
Icon User interface untuk cuaca terlalu besar kurang simpel.,Afgan1894,4,2024-01-19 03:06:33,InfoBMKG,Positif
Sangat bermanfaat,Muhammad jidan Jidan,5,2024-01-18 23:13:00,InfoBMKG,Positif
aplikasi wajib,Iklan Youtube,5,2024-01-18 22:23:27,InfoBMKG,Positif
Aplikasi ini sangat membantu untuk mendapatkan info tentang berita berita Gempa yang ada di Daerah...,Parman Abdul razak,5,2024-01-18 18:16:15,InfoBMKG,Positif
Bagus sekali,Cak Aans,5,2024-01-18 17:59:01,InfoBMKG,Positif
Suka lemot apk nya.,Sulastri Djalil,3,2024-01-18 16:53:07,InfoBMKG,Netral
Mantap...,Jayang Heriyanto,5,2024-01-18 16:40:28,InfoBMKG,Positif
Top,Metchi Borabora,5,2024-01-18 15:58:03,InfoBMKG,Positif
Mantap,Stam Jaap,5,2024-01-18 15:29:07,InfoBMKG,Positif
Sngat membantu apliksi BMKG,Kusnaedy Kusnaedy,5,2024-01-18 15:12:36,InfoBMKG,Positif
Aplikasi bmkg gak bisa dibuka dan sering update terbaru info cuaca tiap hari,Agung Darmawan,3,2024-01-18 05:18:08,InfoBMKG,Netral
